anio,pais,cargo,nivel_experiencia,tipo_empleo,modalidad,industria,tamanio_empresa,sueldo_clp,sueldo_usd,habilidades,n_habilidades,tiene_cert_cloud,tiene_framework_ml
2022,Chile,MLOps Engineer,Lead,Contrato,Remoto,Gobierno / Público,Mediana (50-500),8530000,9373,"Kubernetes, Excel, Computer Vision, GCP, PyTorch, Matplotlib, Machine Learning, Snowflake, SQL, Power Query, FastAPI, Docker, Git, Deep Learning",14,True,True
2022,Argentina,Data Engineer,Junior,Full Time,Presencial,Seguros,Mediana (50-500),2350000,2582,"Computer Vision, Power Query, TensorFlow, Kubernetes, Matplotlib, scikit-learn",6,False,True
2023,Chile,Data Analyst,Lead,Full Time,Híbrido,Salud,Pequeña (<50),3780000,4153,"Docker, MLflow, GCP, Estadística, Excel, BigQuery, Linux, Tableau, Python, Keras",10,True,True
2024,Chile,AI Engineer,Junior,Full Time,Híbrido,Minería,Mediana (50-500),3140000,3450,"Python, Deep Learning, PyTorch",3,False,True
2024,Chile,BI Analyst,Lead,Full Time,Híbrido,Educación,Mediana (50-500),4560000,5010,"Airflow, Tableau, scikit-learn, Power BI, SQL, Azure, TensorFlow, Spark, AWS, FastAPI, NumPy, Linux, Matplotlib",13,True,True
2023,México,Data Scientist,Junior,Full Time,Remoto,Manufactura,Startup,2310000,2538,"R, AWS, Airflow, Azure",4,True,False
2024,Chile,NLP Engineer,Lead,Full Time,Remoto,Minería,Mediana (50-500),14350000,15769,"Airflow, TensorFlow, Pandas, R, Tableau, Spark, Machine Learning, Estadística, PyTorch, Seaborn",10,False,True
2023,Remoto Internacional,BI Analyst,Lead,Full Time,Híbrido,Salud,Pequeña (<50),4180000,4593,"Azure, Pandas, Power Query, Keras, dbt, Machine Learning, NumPy, Snowflake, Linux, Kubernetes, SQL, scikit-learn",12,True,True
2022,Chile,Data Engineer,Junior,Full Time,Híbrido,Telecomunicaciones,Grande (+500),2470000,2714,"TensorFlow, Power Query, R, NLP, AWS, Matplotlib",6,True,True
2022,Chile,NLP Engineer,Semi Senior,Full Time,Remoto,Tecnología,Mediana (50-500),4750000,5219,"AWS, Azure, Looker, dbt, MLflow, NLP, NumPy",7,True,False
2022,Chile,Data Analyst,Semi Senior,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),2200000,2417,"scikit-learn, NumPy, SQL, MLflow, Snowflake, Deep Learning, Power BI, GCP",8,True,True
2022,Chile,BI Analyst,Semi Senior,Full Time,Remoto,Tecnología,Pequeña (<50),2610000,2868,"Computer Vision, dbt, Python, NumPy, SQL, Pandas, FastAPI, Kubernetes",8,False,False
2022,Chile,BI Analyst,Lead,Contrato,Remoto,Gobierno / Público,Mediana (50-500),3710000,4076,"Pandas, Power BI, Tableau, Git, R, GCP, PyTorch, Excel, TensorFlow, Power Query, Computer Vision",11,True,True
2023,Remoto Internacional,ML Engineer,Junior,Full Time,Híbrido,Retail / E-Commerce,Mediana (50-500),2180000,2395,"TensorFlow, FastAPI, Power Query, Machine Learning",4,False,True
2022,Chile,AI Engineer,Lead,Contrato,Híbrido,Gobierno / Público,Mediana (50-500),8260000,9076,"GCP, Power Query, NLP, Git, Spark, PyTorch, MLflow, FastAPI, Docker, R, Snowflake, Estadística, AWS",13,True,True
2023,Colombia,Data Engineer,Semi Senior,Freelance,Remoto,Educación,Grande (+500),3900000,4285,"Keras, Power Query, Excel, MLflow, Kubernetes, Docker",6,False,True
2022,Chile,ML Engineer,Lead,Full Time,Remoto,Minería,Pequeña (<50),8760000,9626,"Spark, Snowflake, Machine Learning, MLflow, Power Query, SQL, dbt, R, Computer Vision, Airflow, Power BI",11,False,False
2024,Chile,MLOps Engineer,Semi Senior,Full Time,Híbrido,Minería,Pequeña (<50),4830000,5307,"SQL, TensorFlow, Computer Vision, AWS, Linux, Excel, Estadística, GCP, BigQuery",9,True,True
2023,Colombia,ML Engineer,Semi Senior,Part Time,Híbrido,Salud,Pequeña (<50),3870000,4252,"Airflow, NumPy, AWS, Docker, Excel, R, Seaborn, FastAPI",8,True,False
2022,Chile,AI Engineer,Senior,Full Time,Híbrido,Tecnología,Startup,6030000,6626,"Azure, Deep Learning, Computer Vision, Linux, Machine Learning, NumPy, Seaborn",7,True,False
2024,Chile,NLP Engineer,Junior,Full Time,Híbrido,Gobierno / Público,Pequeña (<50),2230000,2450,"Excel, PyTorch, Python, GCP, TensorFlow",5,True,True
2024,Chile,Data Scientist,Senior,Full Time,Remoto,Retail / E-Commerce,Grande (+500),8440000,9274,"Machine Learning, GCP, Excel, FastAPI, Git, Kubernetes, Tableau, Spark",8,True,False
2023,Chile,MLOps Engineer,Junior,Freelance,Híbrido,Telecomunicaciones,Mediana (50-500),2990000,3285,"SQL, NLP, Spark, GCP, Keras, MLflow",6,True,True
2024,Remoto Internacional,MLOps Engineer,Junior,Full Time,Híbrido,Fintech / Banca,Grande (+500),4070000,4472,"Power Query, MLflow, R, BigQuery, GCP, Spark",6,True,False
2023,Chile,NLP Engineer,Junior,Full Time,Híbrido,Fintech / Banca,Grande (+500),3460000,3802,"Estadística, Deep Learning, TensorFlow, Power Query, Matplotlib",5,False,True
2022,Chile,NLP Engineer,Senior,Full Time,Remoto,Fintech / Banca,Mediana (50-500),6710000,7373,"Kubernetes, Looker, BigQuery, NumPy, Computer Vision, FastAPI, Machine Learning, Estadística, Matplotlib, Power Query",10,False,False
2024,Chile,NLP Engineer,Junior,Full Time,Presencial,Salud,Startup,2050000,2252,"Deep Learning, Azure, Docker, MLflow, Excel",5,True,False
2022,Chile,NLP Engineer,Junior,Part Time,Híbrido,Retail / E-Commerce,Mediana (50-500),2230000,2450,"FastAPI, Spark, Docker, Power BI, Python, AWS",6,True,False
2024,Chile,AI Engineer,Semi Senior,Full Time,Presencial,Telecomunicaciones,Mediana (50-500),3900000,4285,"NumPy, Machine Learning, TensorFlow, Kubernetes, Power Query",5,False,True
2024,Chile,AI Engineer,Lead,Full Time,Presencial,Seguros,Grande (+500),13120000,14417,"Looker, scikit-learn, Power BI, NLP, Linux, Kubernetes, Estadística, Git, BigQuery, Power Query",10,False,True
2022,Chile,ML Engineer,Senior,Contrato,Remoto,Fintech / Banca,Grande (+500),11700000,12857,"Azure, MLflow, NLP, Power Query, Seaborn, Machine Learning, Power BI, Tableau, Pandas",9,True,False
2023,Argentina,BI Analyst,Semi Senior,Freelance,Presencial,Telecomunicaciones,Grande (+500),2030000,2230,"Spark, Deep Learning, NumPy, MLflow, Looker",5,False,False
2024,Remoto Internacional,Data Engineer,Junior,Full Time,Híbrido,Seguros,Startup,3220000,3538,"Kubernetes, PyTorch, Machine Learning, Estadística, Computer Vision, Docker",6,False,True
2023,Chile,NLP Engineer,Lead,Full Time,Presencial,Manufactura,Pequeña (<50),6520000,7164,"Snowflake, Tableau, Excel, NumPy, Azure, GCP, Git, Looker, Docker",9,True,False
2022,Colombia,Data Scientist,Semi Senior,Freelance,Presencial,Fintech / Banca,Mediana (50-500),3300000,3626,"MLflow, Estadística, Linux, FastAPI, Seaborn, Deep Learning, Azure, AWS, Python",9,True,False
2023,Argentina,AI Engineer,Lead,Full Time,Híbrido,Gobierno / Público,Mediana (50-500),7430000,8164,"NLP, Matplotlib, Linux, GCP, BigQuery, Keras, R, SQL, dbt, Azure, Power Query, Seaborn, Tableau",13,True,True
2024,Chile,AI Engineer,Junior,Full Time,Híbrido,Manufactura,Pequeña (<50),2440000,2681,"BigQuery, Airflow, Spark",3,False,False
2023,México,AI Engineer,Senior,Full Time,Híbrido,Manufactura,Grande (+500),8750000,9615,"Matplotlib, TensorFlow, Power BI, Snowflake, Kubernetes, Keras, MLflow, Seaborn, Python, Deep Learning, Azure",11,True,True
2023,Chile,Data Analyst,Senior,Full Time,Híbrido,Gobierno / Público,Mediana (50-500),3480000,3824,"PyTorch, Git, Spark, scikit-learn, Azure, Airflow, MLflow, Power Query, Estadística, Snowflake, AWS, Kubernetes",12,True,True
2022,Chile,ML Engineer,Junior,Full Time,Remoto,Educación,Startup,2030000,2230,"Deep Learning, Docker, NLP, Tableau",4,False,False
2024,Colombia,BI Analyst,Senior,Full Time,Presencial,Educación,Startup,2770000,3043,"NLP, Power Query, Estadística, Azure, Tableau, Airflow, Deep Learning, Spark, Matplotlib, Kubernetes",10,True,False
2023,Chile,Data Engineer,Lead,Full Time,Híbrido,Manufactura,Grande (+500),7680000,8439,"Azure, Seaborn, TensorFlow, Estadística, Power BI, Deep Learning, AWS, MLflow, Keras, SQL, Airflow, Tableau, Computer Vision, NLP",14,True,True
2022,Chile,AI Engineer,Lead,Full Time,Híbrido,Salud,Pequeña (<50),7790000,8560,"Estadística, Power BI, FastAPI, MLflow, scikit-learn, Excel, BigQuery, Seaborn, Spark, Python, Snowflake, dbt, AWS",13,True,True
2024,Argentina,ML Engineer,Senior,Full Time,Híbrido,Educación,Startup,5490000,6032,"Git, Deep Learning, PyTorch, Looker, Airflow, Pandas, Kubernetes, BigQuery, NLP",9,False,True
2024,México,NLP Engineer,Junior,Full Time,Presencial,Seguros,Grande (+500),2980000,3274,"Kubernetes, Linux, NumPy, R, Deep Learning, Looker",6,False,False
2024,México,NLP Engineer,Senior,Full Time,Híbrido,Tecnología,Mediana (50-500),7520000,8263,"FastAPI, TensorFlow, Excel, GCP, Deep Learning, BigQuery, dbt, MLflow, Git, SQL, Machine Learning, Airflow",12,True,True
2024,Chile,Data Analyst,Senior,Full Time,Remoto,Manufactura,Grande (+500),5040000,5538,"dbt, Docker, Spark, NLP, R, Linux, BigQuery",7,False,False
2022,Chile,BI Analyst,Semi Senior,Full Time,Presencial,Fintech / Banca,Startup,2070000,2274,"Estadística, SQL, Pandas, Git, PyTorch, R",6,False,True
2022,Remoto Internacional,ML Engineer,Lead,Full Time,Remoto,Manufactura,Mediana (50-500),6490000,7131,"Keras, FastAPI, Estadística, Azure, SQL, Snowflake, Power Query, Excel, Python",9,True,True
2023,Chile,Data Scientist,Junior,Full Time,Remoto,Tecnología,Pequeña (<50),2150000,2362,"Power BI, GCP, Spark",3,True,False
2023,Chile,Data Analyst,Semi Senior,Full Time,Presencial,Manufactura,Startup,1890000,2076,"Estadística, Tableau, Deep Learning, SQL, Docker, Pandas, TensorFlow, Python",8,False,True
2024,Chile,AI Engineer,Semi Senior,Full Time,Remoto,Gobierno / Público,Grande (+500),4410000,4846,"FastAPI, Estadística, NLP, Excel, Machine Learning, Pandas",6,False,False
2022,Chile,Data Analyst,Senior,Part Time,Híbrido,Telecomunicaciones,Pequeña (<50),2400000,2637,"Machine Learning, NLP, R, Python, Estadística, Kubernetes, Deep Learning, FastAPI, Keras, Pandas, Excel",11,False,True
2024,Chile,Data Scientist,Junior,Full Time,Híbrido,Minería,Pequeña (<50),2190000,2406,"Docker, Looker, MLflow, R, Azure",5,True,False
2024,Chile,ML Engineer,Junior,Full Time,Presencial,Educación,Grande (+500),2600000,2857,"Machine Learning, Docker, Looker, Pandas, NumPy",5,False,False
2023,Chile,AI Engineer,Lead,Full Time,Remoto,Minería,Pequeña (<50),10950000,12032,"NumPy, SQL, PyTorch, Python, FastAPI, Spark, Power Query, NLP, BigQuery, Excel, Docker, dbt",12,False,True
2024,Remoto Internacional,NLP Engineer,Senior,Full Time,Presencial,Manufactura,Grande (+500),6260000,6879,"SQL, NLP, TensorFlow, Matplotlib, Estadística, GCP, Deep Learning, FastAPI, AWS, Computer Vision, Excel",11,True,True
2022,Chile,Data Scientist,Junior,Full Time,Híbrido,Seguros,Mediana (50-500),2310000,2538,"Matplotlib, GCP, Excel, FastAPI, Kubernetes",5,True,False
2024,México,Data Analyst,Lead,Full Time,Remoto,Seguros,Grande (+500),9740000,10703,"Python, GCP, Linux, TensorFlow, Machine Learning, PyTorch, MLflow, Airflow, Spark, Excel",10,True,True
2022,Colombia,Data Analyst,Senior,Full Time,Remoto,Gobierno / Público,Mediana (50-500),3480000,3824,"Airflow, Kubernetes, dbt, GCP, Machine Learning, NumPy, Python, Matplotlib",8,True,False
2024,Chile,AI Engineer,Senior,Full Time,Presencial,Minería,Grande (+500),9960000,10945,"Power BI, Pandas, Machine Learning, Estadística, PyTorch, BigQuery, NumPy, Airflow, Kubernetes, Spark, AWS, Looker",12,True,True
2023,Chile,Data Scientist,Lead,Full Time,Remoto,Retail / E-Commerce,Grande (+500),11730000,12890,"Python, Linux, GCP, NumPy, R, NLP, MLflow, Snowflake, BigQuery, Seaborn, TensorFlow",11,True,True
2023,Chile,MLOps Engineer,Lead,Full Time,Remoto,Retail / E-Commerce,Mediana (50-500),8540000,9384,"scikit-learn, SQL, Deep Learning, Machine Learning, Linux, Python, MLflow, Looker, Pandas, Azure, PyTorch, TensorFlow, Power BI, Spark",14,True,True
2022,Chile,Data Analyst,Lead,Contrato,Híbrido,Fintech / Banca,Pequeña (<50),5460000,6000,"NLP, scikit-learn, BigQuery, TensorFlow, R, SQL, Computer Vision, GCP, Azure, Matplotlib, Deep Learning, Tableau, Looker",13,True,True
2024,Chile,NLP Engineer,Junior,Full Time,Remoto,Gobierno / Público,Startup,2340000,2571,"MLflow, Git, Linux",3,False,False
2024,Chile,ML Engineer,Semi Senior,Full Time,Presencial,Educación,Mediana (50-500),3060000,3362,"Git, Computer Vision, Machine Learning, scikit-learn, Azure, Pandas, NumPy, Linux",8,True,True
2022,Argentina,Data Scientist,Semi Senior,Full Time,Remoto,Seguros,Mediana (50-500),3490000,3835,"GCP, PyTorch, Looker, Airflow, Matplotlib",5,True,True
2022,México,MLOps Engineer,Semi Senior,Part Time,Remoto,Gobierno / Público,Startup,3290000,3615,"PyTorch, FastAPI, Machine Learning, Looker, Matplotlib",5,False,True
2023,Chile,AI Engineer,Semi Senior,Full Time,Remoto,Manufactura,Mediana (50-500),4770000,5241,"Seaborn, Python, Keras, Power BI, TensorFlow, Airflow, Estadística",7,False,True
2022,Argentina,Data Scientist,Semi Senior,Part Time,Híbrido,Retail / E-Commerce,Mediana (50-500),2820000,3098,"GCP, Deep Learning, Computer Vision, NumPy, Machine Learning, MLflow, Looker",7,True,False
2023,Chile,BI Analyst,Semi Senior,Contrato,Remoto,Educación,Pequeña (<50),1820000,2000,"Power Query, Kubernetes, Python, Computer Vision, Docker",5,False,False
2022,Chile,Data Analyst,Semi Senior,Contrato,Remoto,Seguros,Startup,2420000,2659,"Seaborn, Python, Tableau, Matplotlib, SQL",5,False,False
2023,México,ML Engineer,Junior,Full Time,Híbrido,Minería,Mediana (50-500),3540000,3890,"GCP, MLflow, AWS",3,True,False
2022,Chile,Data Analyst,Lead,Full Time,Presencial,Telecomunicaciones,Pequeña (<50),4030000,4428,"AWS, Airflow, scikit-learn, SQL, Estadística, NumPy, Tableau, GCP, Pandas",9,True,True
2023,Chile,ML Engineer,Semi Senior,Contrato,Híbrido,Retail / E-Commerce,Pequeña (<50),2590000,2846,"Snowflake, Machine Learning, Tableau, TensorFlow, Looker, NLP",6,False,True
2023,Chile,Data Engineer,Senior,Full Time,Híbrido,Retail / E-Commerce,Startup,3870000,4252,"Spark, R, GCP, MLflow, Linux, Tableau, Azure, TensorFlow, SQL, Pandas, PyTorch, Computer Vision",12,True,True
2024,Chile,NLP Engineer,Junior,Full Time,Presencial,Tecnología,Startup,2670000,2934,"Looker, Seaborn, Power Query, Computer Vision, Excel, Azure",6,True,False
2024,Colombia,BI Analyst,Semi Senior,Full Time,Híbrido,Minería,Startup,2500000,2747,"R, Docker, Kubernetes, GCP, Looker, Machine Learning, TensorFlow, Power Query, scikit-learn",9,True,True
2023,México,AI Engineer,Semi Senior,Full Time,Presencial,Educación,Mediana (50-500),2910000,3197,"PyTorch, Excel, MLflow, NLP, Snowflake",5,False,True
2023,Chile,BI Analyst,Junior,Full Time,Híbrido,Fintech / Banca,Startup,1790000,1967,"Machine Learning, Estadística, Seaborn, Power Query, Azure, PyTorch",6,True,True
2022,Argentina,MLOps Engineer,Junior,Full Time,Remoto,Minería,Mediana (50-500),3570000,3923,"MLflow, Looker, BigQuery",3,False,False
2023,Chile,ML Engineer,Senior,Full Time,Remoto,Retail / E-Commerce,Grande (+500),5820000,6395,"NumPy, GCP, BigQuery, Airflow, Keras, Seaborn, Estadística, Git",8,True,True
2024,Chile,AI Engineer,Junior,Full Time,Presencial,Gobierno / Público,Mediana (50-500),2030000,2230,"Python, FastAPI, MLflow, Matplotlib, Linux",5,False,False
2022,Chile,MLOps Engineer,Senior,Contrato,Híbrido,Fintech / Banca,Startup,6560000,7208,"Kubernetes, Docker, Deep Learning, BigQuery, Airflow, MLflow, Linux, dbt",8,False,False
2023,México,NLP Engineer,Senior,Contrato,Presencial,Minería,Pequeña (<50),5300000,5824,"Estadística, Docker, NLP, Looker, Machine Learning, dbt, Python, AWS, Tableau, MLflow",10,True,False
2023,Chile,Data Engineer,Junior,Full Time,Presencial,Fintech / Banca,Startup,2580000,2835,"Machine Learning, Linux, FastAPI, Pandas, MLflow, Python",6,False,False
2024,Chile,Data Scientist,Lead,Contrato,Híbrido,Telecomunicaciones,Pequeña (<50),7660000,8417,"Linux, Git, Docker, BigQuery, R, dbt, GCP, scikit-learn, Spark, Power BI, Azure, MLflow, Kubernetes",13,True,True
2024,Chile,AI Engineer,Junior,Full Time,Remoto,Tecnología,Mediana (50-500),4410000,4846,"AWS, GCP, Tableau",3,True,False
2022,Chile,MLOps Engineer,Junior,Full Time,Híbrido,Retail / E-Commerce,Pequeña (<50),2170000,2384,"Snowflake, Python, Azure, Pandas, Estadística",5,True,False
2023,Colombia,MLOps Engineer,Junior,Full Time,Híbrido,Tecnología,Mediana (50-500),3260000,3582,"Docker, PyTorch, BigQuery, FastAPI, Looker, Estadística",6,False,True
2024,Argentina,NLP Engineer,Junior,Full Time,Híbrido,Gobierno / Público,Pequeña (<50),2310000,2538,"dbt, GCP, Python, Keras, Kubernetes, R",6,True,True
2023,Chile,MLOps Engineer,Semi Senior,Full Time,Presencial,Retail / E-Commerce,Pequeña (<50),3010000,3307,"R, Excel, MLflow, Computer Vision, AWS, Matplotlib, Estadística, Power Query, Linux",9,True,False
2024,Chile,AI Engineer,Semi Senior,Full Time,Remoto,Telecomunicaciones,Startup,4650000,5109,"Git, AWS, scikit-learn, Linux, Matplotlib, SQL, TensorFlow, Machine Learning",8,True,True
2022,Chile,Data Engineer,Junior,Full Time,Híbrido,Manufactura,Pequeña (<50),1710000,1879,"Power Query, Estadística, TensorFlow, Seaborn",4,False,True
2022,México,ML Engineer,Senior,Full Time,Híbrido,Manufactura,Pequeña (<50),5470000,6010,"R, Computer Vision, SQL, Tableau, Pandas, Matplotlib, NumPy, Seaborn, Kubernetes, GCP, Azure",11,True,False
2022,Colombia,MLOps Engineer,Senior,Full Time,Remoto,Educación,Grande (+500),5460000,6000,"Pandas, Computer Vision, Power Query, Snowflake, R, Deep Learning, dbt, NumPy",8,False,False
2023,Chile,Data Analyst,Senior,Contrato,Híbrido,Minería,Mediana (50-500),3330000,3659,"SQL, scikit-learn, AWS, MLflow, Power BI, dbt, Seaborn, GCP",8,True,True
2023,Chile,Data Engineer,Junior,Full Time,Remoto,Fintech / Banca,Pequeña (<50),2740000,3010,"BigQuery, Docker, NLP",3,False,False
2023,Chile,Data Scientist,Senior,Full Time,Híbrido,Manufactura,Grande (+500),7230000,7945,"Python, Power BI, Git, GCP, Computer Vision, TensorFlow, AWS, Deep Learning, scikit-learn, R, BigQuery",11,True,True
2024,Colombia,MLOps Engineer,Junior,Full Time,Presencial,Fintech / Banca,Pequeña (<50),2500000,2747,"scikit-learn, Azure, R, Estadística",4,True,True
2024,Chile,ML Engineer,Senior,Full Time,Híbrido,Seguros,Mediana (50-500),9420000,10351,"TensorFlow, Kubernetes, Docker, scikit-learn, AWS, Azure, Excel, Python, GCP, Pandas",10,True,True
2024,Chile,BI Analyst,Junior,Contrato,Remoto,Retail / E-Commerce,Startup,1620000,1780,"R, Tableau, Docker, Estadística, FastAPI",5,False,False
2022,México,NLP Engineer,Lead,Full Time,Remoto,Tecnología,Mediana (50-500),11840000,13010,"Git, PyTorch, NumPy, AWS, Pandas, BigQuery, NLP, Matplotlib, Azure, Looker, Spark, R, Estadística, Python",14,True,True
2024,Chile,NLP Engineer,Semi Senior,Part Time,Remoto,Retail / E-Commerce,Grande (+500),4230000,4648,"FastAPI, Spark, Machine Learning, Excel, Power BI",5,False,False
2022,Chile,Data Engineer,Semi Senior,Full Time,Remoto,Salud,Mediana (50-500),4450000,4890,"NLP, NumPy, PyTorch, dbt, Azure, Pandas",6,True,True
2022,Chile,Data Scientist,Semi Senior,Contrato,Híbrido,Educación,Pequeña (<50),2310000,2538,"NumPy, Spark, Docker, Power BI, Computer Vision, Deep Learning, BigQuery",7,False,False
2022,Chile,Data Analyst,Senior,Full Time,Híbrido,Retail / E-Commerce,Startup,2110000,2318,"Tableau, Power Query, BigQuery, GCP, SQL, Pandas, Looker",7,True,False
2022,Colombia,Data Analyst,Junior,Full Time,Remoto,Telecomunicaciones,Mediana (50-500),1680000,1846,"FastAPI, Azure, GCP, Spark, Docker, Excel",6,True,False
2022,Remoto Internacional,Data Analyst,Junior,Full Time,Presencial,Gobierno / Público,Startup,830000,912,"Excel, Seaborn, Linux, Git, BigQuery, Spark",6,False,False
2023,Chile,NLP Engineer,Semi Senior,Full Time,Híbrido,Gobierno / Público,Startup,3130000,3439,"Machine Learning, Excel, FastAPI, Keras, dbt, Seaborn, Snowflake, PyTorch",8,False,True
